2694,3,3.0
2702,3,3.5
2716,3,3.0
2762,3,3.5
2841,3,4.0
2858,3,4.0
2959,3,5.0
3243,3,3.0
3510,3,4.0
3949,3,5.0
5349,3,3.0
5669,3,3.5
6377,3,3.0
7153,3,2.5
7361,3,3.0
8622,3,3.5
8636,3,3.0
27369,3,3.5
44191,3,3.5
48783,3,4.5
50068,3,4.5
58559,3,3.0
84236,3,4.0
10,4,4.0
34,4,5.0
112,4,5.0
141,4,5.0
153,4,4.0
173,4,3.0
185,4,3.0
260,4,5.0
289,4,4.0
296,4,5.0
329,4,3.0
349,4,5.0
356,4,5.0
357,4,5.0
364,4,5.0
367,4,4.0
380,4,3.0
410,4,3.0
431,4,3.0
434,4,4.0
435,4,1.0
440,4,4.0
442,4,4.0
464,4,4.0
480,4,5.0
541,4,5.0
588,4,5.0
589,4,5.0
590,4,3.0
594,4,5.0
596,4,5.0
610,4,4.0
616,4,5.0
858,4,5.0
903,4,5.0
910,4,4.0
913,4,5.0
919,4,5.0
1011,4,4.0
1016,4,4.0
1022,4,5.0
1028,4,5.0
1030,4,5.0
1031,4,5.0
1032,4,5.0
1033,4,5.0
1036,4,5.0
1073,4,5.0
1079,4,5.0
1089,4,5.0
1097,4,5.0
1125,4,5.0
1127,4,5.0
1136,4,5.0
1194,4,5.0
1196,4,5.0
1197,4,5.0
1198,4,5.0
1200,4,5.0
1206,4,5.0
1208,4,5.0
1210,4,5.0
1213,4,5.0
1214,4,5.0
1219,4,5.0
1220,4,5.0
1222,4,5.0
1225,4,5.0
1230,4,5.0
1240,4,5.0
1243,4,5.0
1257,4,5.0
1258,4,5.0
1259,4,4.0
1265,4,5.0
1270,4,5.0
1278,4,5.0
1282,4,5.0
1285,4,4.0
1288,4,5.0
1291,4,5.0
1298,4,4.0
1307,4,4.0
1332,4,4.0
1334,4,5.0
1344,4,5.0
1356,4,4.0
1371,4,4.0
1372,4,3.0
1374,4,4.0
1376,4,3.0
1377,4,3.0
1380,4,5.0
1387,4,5.0
1388,4,4.0
1396,4,5.0
1544,4,3.0
1580,4,5.0
1663,4,4.0
1674,4,5.0
1805,4,1.0
1858,4,5.0
1917,4,4.0
1918,4,2.0
1953,4,5.0
1954,4,5.0
1961,4,5.0
1967,4,3.0
1968,4,5.0
1994,4,5.0
2000,4,5.0
2002,4,3.0
2003,4,2.0
2005,4,5.0
2014,4,4.0
2018,4,5.0
2020,4,4.0
2021,4,4.0
2033,4,4.0
2034,4,4.0
2046,4,5.0
2054,4,3.0
2064,4,5.0
2078,4,5.0
2080,4,5.0
2081,4,4.0
2085,4,5.0
2086,4,5.0
2087,4,5.0
2091,4,5.0
2094,4,4.0
2096,4,5.0
2100,4,5.0
2102,4,5.0
2105,4,4.0
2109,4,5.0
2110,4,3.0
2114,4,5.0
2115,4,5.0
2124,4,4.0
2140,4,5.0
2141,4,4.0
2143,4,4.0
2144,4,5.0
2161,4,5.0
2174,4,5.0
2193,4,3.0
2194,4,5.0
2248,4,4.0
2263,4,3.0
2268,4,5.0
2289,4,5.0
2348,4,4.0
2371,4,4.0
2403,4,4.0
2406,4,5.0
2409,4,4.0
2454,4,5.0
2467,4,5.0
2551,4,4.0
2616,4,1.0
2628,4,5.0
2640,4,5.0
2659,4,3.0
2683,4,4.0
2699,4,4.0
2716,4,5.0
2723,4,5.0
2734,4,4.0
2770,4,1.0
2788,4,5.0
2791,4,5.0
2795,4,4.0
2797,4,5.0
2804,4,5.0
2822,4,3.0
2867,4,3.0
2872,4,5.0
2877,4,5.0
2902,4,2.0
2903,4,1.0
2916,4,4.0
2918,4,5.0
2968,4,5.0
2986,4,3.0
2987,4,5.0
2991,4,5.0
3016,4,3.0
3034,4,5.0
3039,4,4.0
3040,4,5.0
3060,4,5.0
3071,4,4.0
3101,4,4.0
3104,4,4.0
3108,4,5.0
3169,4,4.0
3208,4,2.0
3210,4,4.0
3251,4,5.0
3255,4,4.0
3263,4,3.0
3265,4,5.0
4006,4,2.0
3,5,4.0
39,5,4.0
104,5,4.0
141,5,4.0
150,5,4.0
231,5,3.5
277,5,4.5
344,5,3.5
356,5,4.0
364,5,4.0
367,5,4.0
377,5,4.0
440,5,4.0
500,5,4.5
586,5,4.0
588,5,3.5
595,5,4.0
597,5,5.0
788,5,3.5
858,5,2.5
903,5,3.5
919,5,4.0
1022,5,4.0
1035,5,5.0
1193,5,3.0
1221,5,2.5
1247,5,4.0
1307,5,4.0
1380,5,5.0
1393,5,3.5
1485,5,4.5
1544,5,3.5
1682,5,4.0
1721,5,4.0
1777,5,4.0
1784,5,4.5
1923,5,4.5
1961,5,4.0
1968,5,4.0
1997,5,3.5
2023,5,1.5
2081,5,5.0
2273,5,4.0
2294,5,4.0
2355,5,3.5
2424,5,4.0
2502,5,3.5
2683,5,4.0
2694,5,4.5
2706,5,4.0
2762,5,3.5
2770,5,3.5
2918,5,3.5
2997,5,3.5
3114,5,3.5
3176,5,3.5
3408,5,4.0
3753,5,3.5
3897,5,4.5
3948,5,3.5
4014,5,4.0
4018,5,4.0
4022,5,3.5
4025,5,4.5
4306,5,3.5
4308,5,3.5
4447,5,4.5
4718,5,3.5
4963,5,3.0
4995,5,4.5
5266,5,3.5
5299,5,4.5
5349,5,4.5
5464,5,4.0
5669,5,3.5
5679,5,4.5
5816,5,3.0
5995,5,4.0
6218,5,3.5
6373,5,4.0
6377,5,4.0
6502,5,4.0
6711,5,2.5
6942,5,4.0
8376,5,4.0
8464,5,4.0
8622,5,3.5
8636,5,4.5
8644,5,4.0
30707,5,4.5
30749,5,4.5
30793,5,3.5
33166,5,5.0
33679,5,4.0
34162,5,4.5
35836,5,4.0
40819,5,4.5
41566,5,4.0
41569,5,4.0
48385,5,4.5
111,6,4.0
158,6,2.0
173,6,2.0
293,6,5.0
596,6,4.0
903,6,4.0
1204,6,5.0
1250,6,4.5
1259,6,4.5
1276,6,4.5
1285,6,4.5
1358,6,2.0
1639,6,2.0
1687,6,2.0
1747,6,2.0
1876,6,0.5
1909,6,3.0
2001,6,3.0
2019,6,4.0
2072,6,4.0
2174,6,4.0
2502,6,3.5
2528,6,3.0
2529,6,4.0
2571,6,1.0
2657,6,2.0
2692,6,4.0
2723,6,3.0
2761,6,4.5
2890,6,3.0
3052,6,1.0
3114,6,4.0
3300,6,3.5
3751,6,1.5
4641,6,1.5
4975,6,1.5
5952,6,5.0
7090,6,3.0
7153,6,5.0
7361,6,4.0
8368,6,3.5
8636,6,4.0
8784,6,3.0
8874,6,4.5
1,7,3.0
10,7,3.0
21,7,3.0
31,7,3.0
34,7,4.0
40,7,4.0
104,7,3.0
110,7,5.0
112,7,4.0
141,7,4.0
151,7,4.0
198,7,2.0
207,7,3.0
260,7,5.0
272,7,3.0
316,7,2.0
318,7,5.0
329,7,3.0
333,7,3.0
345,7,3.0
355,7,3.0
356,7,3.0
357,7,3.0
364,7,3.0
367,7,3.0
377,7,3.0
380,7,4.0
480,7,4.0
500,7,3.0
534,7,4.0
539,7,3.0
541,7,4.0
551,7,4.0
588,7,4.0
589,7,3.0
590,7,4.0
592,7,3.0
594,7,4.0
595,7,3.0
610,7,3.0
671,7,4.0
708,7,3.0
720,7,5.0
724,7,2.0
736,7,1.0
737,7,1.0
745,7,5.0
780,7,3.0
786,7,2.0
924,7,4.0
1036,7,3.0
1073,7,3.0
1079,7,4.0
1080,7,4.0
1097,7,3.0
1125,7,3.0
1129,7,3.0
1136,7,4.0
1148,7,5.0
1196,7,5.0
1197,7,3.0
1198,7,5.0
1210,7,5.0
1220,7,4.0
1223,7,5.0
1225,7,5.0
1231,7,4.0
1240,7,4.0
1242,7,5.0
1270,7,3.0
1275,7,4.0
1278,7,3.0
1287,7,4.0
1288,7,4.0
1291,7,3.0
1298,7,3.0
1302,7,4.0
1307,7,3.0
1353,7,3.0
1371,7,3.0
1372,7,3.0
1373,7,2.0
1374,7,4.0
1375,7,3.0
1376,7,3.0
1394,7,3.0
1405,7,5.0
1408,7,1.0
32,8,5.0
45,8,2.5
47,8,5.0
50,8,5.0
110,8,4.0
260,8,3.5
282,8,2.0
296,8,4.0
318,8,5.0
356,8,4.0
457,8,4.5
520,8,3.5
524,8,2.0
527,8,5.0
543,8,5.0
589,8,4.0
593,8,4.5
628,8,4.0
805,8,3.5
858,8,5.0
1196,8,3.5
1197,8,4.0
1198,8,4.0
1210,8,4.0
1219,8,4.0
1225,8,4.0
1258,8,4.0
1259,8,4.0
1265,8,3.0
1270,8,4.0
1291,8,4.0
1302,8,3.5
1358,8,0.5
1387,8,4.0
1393,8,3.0
1500,8,4.0
1552,8,3.0
1617,8,3.5
1625,8,5.0
1674,8,4.0
1704,8,4.0
1754,8,3.0
1777,8,5.0
1876,8,3.5
1961,8,5.0
2028,8,4.0
2100,8,3.0
2139,8,3.0
2194,8,4.5
2302,8,4.5
2324,8,4.0
2329,8,5.0
2353,8,3.5
2423,8,3.5
2502,8,5.0
2571,8,5.0
2716,8,3.5
2762,8,4.5
2770,8,2.5
2791,8,4.5
2797,8,3.5
2804,8,3.5
2841,8,3.0
2858,8,4.5
2918,8,5.0
2959,8,4.0
3147,8,4.5
3578,8,5.0
3916,8,3.5
3948,8,4.0
3996,8,4.0
4011,8,4.5
4019,8,3.5
4034,8,4.5
4226,8,5.0
4262,8,4.0
4448,8,2.5
4886,8,3.5
4896,8,3.5
4963,8,4.5
4973,8,4.0
4993,8,3.5
4995,8,3.5
5064,8,5.0
5378,8,3.5
5445,8,4.5
5464,8,4.0
5630,8,4.0
5650,8,4.0
5669,8,3.0
5952,8,4.0
5989,8,3.5
6377,8,4.0
6378,8,3.0
6870,8,4.0
6874,8,5.0
6879,8,3.0
7143,8,3.5
7153,8,4.0
7361,8,4.0
7438,8,4.0
8533,8,2.5
8784,8,4.5
8873,8,4.0
8874,8,3.0
32587,8,3.5
33166,8,4.5
33493,8,4.5
33794,8,4.5
34162,8,3.5
40583,8,3.5
40819,8,3.5
42007,8,2.0
43556,8,3.5
43871,8,3.0
44004,8,3.0
1,9,4.0
17,9,4.0
26,9,3.0
36,9,5.0
47,9,3.0
318,9,4.0
497,9,4.0
515,9,4.0
527,9,5.0
534,9,5.0
593,9,4.0
608,9,5.0
733,9,2.0
1059,9,5.0
1177,9,3.0
1357,9,4.0
1358,9,4.0
1411,9,3.0
1541,9,2.0
1584,9,4.0
1680,9,4.0
1682,9,5.0
1704,9,4.0
1721,9,3.0
1784,9,5.0
2028,9,4.0
2125,9,4.0
2140,9,4.0
2249,9,4.0
2268,9,3.0
2273,9,3.0
2278,9,4.0
2291,9,4.0
2294,9,2.0
2302,9,4.0
2391,9,4.0
2396,9,4.0
2427,9,2.0
2490,9,3.0
2501,9,4.0
2539,9,2.0
2571,9,5.0
2628,9,3.0
2762,9,4.0
2857,9,4.0
50,10,5.0
152,10,4.0
318,10,4.0
344,10,3.0
345,10,4.0
592,10,3.0
735,10,4.0
1036,10,3.0
1089,10,3.0
1101,10,2.0
1127,10,4.0
1196,10,4.0
1197,10,4.0
1198,10,4.0
1200,10,4.0
1210,10,4.0
1220,10,3.0
1240,10,4.0
1291,10,4.0
1358,10,5.0
1423,10,4.0
1459,10,3.0
1499,10,3.0
1611,10,5.0
1690,10,3.0
1704,10,4.0
1719,10,5.0
1887,10,2.0
1923,10,5.0
2108,10,3.0
2344,10,5.0
2406,10,4.0
2410,10,2.0
2539,10,4.0
2571,10,5.0
2826,10,5.0
2827,10,3.0
2840,10,3.0
2841,10,4.0
2881,10,3.0
2890,10,4.0
2907,10,2.0
2926,10,5.0
2995,10,2.0
3005,10,3.0
3019,10,4.0
50,11,5.0
70,11,1.0
126,11,4.0
169,11,3.0
296,11,5.0
778,11,4.5
785,11,3.5
923,11,5.0
1027,11,4.5
1201,11,5.0
1408,11,5.0
1918,11,3.0
2042,11,3.5
2596,11,4.5
2762,11,3.0
3424,11,3.0
5669,11,3.0
6598,11,5.0
26614,11,5.0
48516,11,5.0
51084,11,4.0
58295,11,4.5
71211,11,3.5
77455,11,4.5
79132,11,4.0
80489,11,4.5
80906,11,3.0
81158,11,4.0
81562,11,3.5
88129,11,4.0
91500,11,4.5
91529,11,4.5
91548,11,4.0
96079,11,4.0
96861,11,4.0
97938,11,4.0
104841,11,5.0
106487,11,5.0
253,12,3.0
529,12,1.0
538,12,3.0
608,12,2.0
673,12,1.0
736,12,4.0
737,12,3.0
1028,12,1.0
1032,12,2.0
1077,12,3.0
1197,12,1.0
1215,12,5.0
1220,12,5.0
1230,12,2.0
1235,12,5.0
1295,12,1.0
1374,12,1.0
1387,12,4.0
1639,12,2.0
1732,12,3.0
2259,12,2.0
2355,12,2.0
2460,12,4.0
2529,12,1.0
2668,12,2.0
2959,12,4.0
3146,12,2.0
3148,12,1.0
3176,12,3.0
3179,12,2.0
3298,12,4.0
3324,12,1.0
3408,12,4.0
3474,12,4.0
3770,12,3.0
3773,12,2.0
3780,12,2.0
3791,12,1.0
3793,12,5.0
3794,12,3.0
3798,12,4.0
3799,12,1.0
3801,12,3.0
3809,12,3.0
3825,12,5.0
3827,12,2.0
3829,12,2.0
3831,12,4.0
3841,12,2.0
3844,12,1.0
3861,12,3.0
3863,12,5.0
3864,12,3.0
3865,12,5.0
3869,12,2.0
3871,12,2.0
3873,12,3.0
3879,12,5.0
3885,12,3.0
3886,12,2.0
6184,12,4.0
1,13,5.0
47,13,2.5
110,13,4.0
277,13,4.0
296,13,3.5
318,13,4.5
356,13,5.0
362,13,4.5
480,13,3.0
524,13,3.5
527,13,4.0
531,13,4.0
587,13,3.0
590,13,4.0
914,13,4.0
919,13,3.5
1027,13,3.0
1259,13,4.0
1265,13,2.5
1918,13,3.0
1961,13,4.0
2355,13,4.0
2571,13,3.0
2572,13,3.5
2761,13,4.0
2762,13,3.0
2804,13,3.0
2908,13,3.0
2918,13,3.0
3114,13,3.0
3147,13,4.0
3255,13,3.5
3396,13,3.5
3624,13,3.0
4306,13,4.0
4310,13,4.5
4321,13,2.5
4718,13,3.5
4878,13,4.5
4886,13,3.5
4993,13,4.5
5989,13,4.0
6377,13,4.5
7361,13,4.0
7502,13,4.5
54286,13,3.5
58559,13,4.5
64614,13,4.5
69757,13,4.0
78499,13,4.0
81834,13,4.5
88125,13,4.5
93363,13,3.0
594,14,1.0
1196,14,4.0
1721,14,3.0
2038,14,3.0
2355,14,2.0
2394,14,3.0
2628,14,3.0
2683,14,2.0
2716,14,3.0
2720,14,2.0
2724,14,3.0
2861,14,2.0
3114,14,4.0
3157,14,2.0
3175,14,5.0
3354,14,3.0
3623,14,3.0
3751,14,4.0
3986,14,3.0
3988,14,4.0
1,15,2.0
2,15,2.0
5,15,4.5
6,15,4.0
10,15,3.0
11,15,2.5
14,15,2.5
16,15,3.5
17,15,3.0
19,15,1.0
21,15,4.5
22,15,2.5
25,15,3.0
32,15,4.0
34,15,3.0
36,15,1.0
39,15,2.5
44,15,3.0
47,15,5.0
50,15,5.0
52,15,2.5
62,15,2.0
70,15,0.5
82,15,5.0
94,15,3.0
95,15,1.5
101,15,4.0
104,15,1.0
107,15,2.0
110,15,3.0
111,15,5.0
112,15,2.5
123,15,4.0
125,15,3.5
145,15,3.5
149,15,5.0
150,15,3.0
153,15,1.0
157,15,2.0
160,15,0.5
161,15,3.0
162,15,4.0
163,15,2.0
164,15,4.0
165,15,3.0
170,15,2.5
172,15,1.0
175,15,4.0
176,15,4.0
180,15,3.0
185,15,2.0
193,15,1.0
196,15,2.0
198,15,1.5
208,15,1.5
214,15,2.0
215,15,4.5
216,15,1.0
223,15,4.0
225,15,1.0
230,15,1.0
231,15,3.5
232,15,4.0
233,15,4.0
235,15,4.0
237,15,3.5
246,15,5.0
247,15,2.0
252,15,2.0
253,15,2.0
260,15,5.0
265,15,1.0
288,15,2.0
292,15,1.0
293,15,5.0
296,15,5.0
300,15,4.0
306,15,5.0
307,15,4.0
308,15,4.0
316,15,3.0
317,15,1.0
318,15,2.0
322,15,2.5
329,15,1.5
335,15,2.0
339,15,2.5
342,15,3.0
344,15,2.0
349,15,3.0
353,15,3.0
355,15,0.5
356,15,1.0
357,15,3.5
364,15,4.0
367,15,2.0
370,15,3.5
371,15,2.0
372,15,3.0
373,15,3.5
377,15,4.0
380,15,4.0
382,15,3.5
429,15,1.0
431,15,4.0
434,15,3.0
435,15,1.0
440,15,2.5
441,15,4.0
442,15,1.0
454,15,3.0
457,15,5.0
466,15,2.5
471,15,3.0
474,15,3.0
480,15,3.0
481,15,3.0
483,15,1.0
485,15,0.5
494,15,4.0
500,15,3.0
508,15,1.5
509,15,2.0
520,15,3.5
524,15,2.5
527,15,4.0
535,15,3.0
539,15,2.0
540,15,1.5
541,15,5.0
543,15,3.0
549,15,5.0
551,15,2.0
555,15,4.0
556,15,3.5
562,15,3.0
574,15,3.0
586,15,2.0
587,15,1.0
588,15,0.5
589,15,4.0
590,15,3.0
592,15,4.0
593,15,5.0
594,15,2.5
597,15,2.5
608,15,5.0
610,15,3.0
628,15,2.5
647,15,1.5
648,15,4.0
663,15,2.0
665,15,3.0
674,15,3.0
680,15,2.0
708,15,3.0
720,15,3.0
724,15,2.0
733,15,3.5
736,15,1.0
745,15,3.0
748,15,2.5
750,15,4.0
762,15,2.0
778,15,4.0
780,15,2.5
784,15,2.5
785,15,3.0
786,15,0.5
788,15,1.5
799,15,3.0
800,15,5.0
802,15,1.0
803,15,4.5
804,15,3.5
832,15,1.0
836,15,2.0
851,15,4.0
858,15,5.0
866,15,4.0
899,15,5.0
903,15,5.0
904,15,5.0
908,15,5.0
909,15,4.0
910,15,2.5
911,15,4.0
912,15,5.0
913,15,4.0
914,15,1.5
916,15,1.0
919,15,3.0
920,15,3.5
922,15,1.0
923,15,5.0
924,15,5.0
926,15,3.0
931,15,1.0
953,15,3.0
994,15,4.0
1020,15,2.0
1035,15,2.0
1036,15,4.0
1041,15,5.0
1047,15,2.5
1059,15,1.5
1060,15,4.0
1073,15,3.0
1079,15,4.0
1084,15,3.0
1088,15,2.0
1089,15,4.0
1092,15,2.5
1093,15,2.0
1094,15,4.0
1095,15,4.0
1097,15,4.0
1100,15,2.5
1101,15,3.0
1120,15,1.0
1127,15,4.0
1131,15,2.5
1136,15,2.5
1147,15,3.5
1148,15,3.0
1171,15,4.0
1173,15,3.0
1176,15,4.0
1178,15,3.0
1179,15,4.0
1183,15,2.0
1186,15,4.5
1189,15,3.5
1193,15,5.0
1196,15,5.0
1197,15,1.0
1198,15,4.0
1199,15,1.0
1200,15,4.0
1201,15,3.5
1203,15,4.0
1204,15,2.0
1206,15,5.0
1207,15,3.0
1208,15,5.0
1209,15,4.5
1210,15,5.0
1211,15,1.5
1212,15,3.0
1213,15,3.0
1214,15,4.0
1215,15,1.5
1217,15,2.0
1218,15,4.0
1219,15,3.0
1220,15,1.0
1221,15,5.0
1222,15,4.0
1223,15,4.0
1225,15,4.0
1228,15,4.0
1230,15,3.0
1231,15,4.0
1233,15,3.0
1234,15,4.0
1235,15,3.5
1240,15,3.0
1243,15,2.0
1244,15,5.0
1246,15,1.0
1247,15,5.0
1248,15,3.0
1249,15,3.0
1250,15,4.0
1251,15,3.0
1252,15,5.0
1254,15,3.5
1258,15,4.0
1259,15,3.0
1260,15,3.0
1262,15,1.5
1263,15,4.0
1264,15,3.0
1265,15,4.0
1266,15,4.0
1267,15,5.0
1270,15,5.0
1272,15,3.5
1276,15,2.5
1280,15,3.0
1281,15,1.0
1283,15,3.0
1284,15,3.0
1287,15,2.0
1288,15,4.0
1289,15,4.0
1290,15,3.0
1291,15,4.0
1293,15,4.0
1297,15,4.0
1302,15,3.0
1303,15,2.0
1304,15,3.0
1307,15,5.0
1320,15,3.0
1333,15,2.0
1334,15,2.0
1339,15,2.0
1342,15,2.0
1356,15,2.0
1358,15,1.0
1361,15,3.5
1370,15,3.0
1377,15,3.0
1380,15,2.5
1385,15,3.0
1387,15,4.0
1391,15,0.5
1393,15,3.5
1394,15,4.0
1396,15,4.0
1405,15,3.0
1407,15,5.0
1449,15,4.0
1464,15,4.0
1466,15,4.0
1476,15,3.0
1479,15,1.5
1483,15,3.0
1484,15,3.0
1485,15,3.0
1500,15,3.0
1502,15,1.5
1503,15,1.0
1513,15,2.0
1517,15,3.0
1527,15,1.0
1529,15,3.0
1544,15,1.0
1546,15,4.0
1552,15,1.5
1556,15,2.5
1562,15,1.5
1569,15,3.5
1573,15,4.0
1580,15,4.0
1584,15,4.0
1589,15,2.0
1597,15,2.0
1608,15,1.0
1610,15,3.0
1615,15,3.0
1616,15,3.0
1617,15,5.0
1625,15,4.0
1635,15,4.0
1639,15,4.0
1644,15,1.5
1645,15,3.0
1649,15,2.0
1653,15,3.0
1663,15,3.0
1673,15,3.0
1676,15,4.0
1680,15,3.0
1682,15,2.0
1689,15,4.5
1690,15,1.0
1694,15,3.0
1704,15,4.0
1717,15,4.0
1719,15,4.0
1721,15,1.5
1722,15,3.5
1729,15,1.0
1732,15,3.5
1735,15,0.5
1747,15,3.5
1748,15,4.0
1752,15,3.5
1753,15,1.0
1754,15,3.5
1777,15,2.0
1779,15,1.0
1784,15,3.0
1792,15,3.0
1805,15,3.0
1807,15,1.5
1810,15,2.5
1816,15,2.5
1827,15,4.0
1831,15,2.0
1834,15,3.5
1836,15,2.0
1845,15,4.0
1859,15,5.0
1860,15,4.0
1862,15,2.0
1876,15,2.0
1882,15,1.5
1883,15,4.0
1889,15,3.0
1895,15,2.5
1897,15,1.5
1904,15,3.5
1909,15,2.0
1912,15,5.0
1914,15,3.5
1917,15,2.0
1921,15,4.0
1923,15,4.5
1945,15,4.0
1950,15,3.0
1952,15,3.0
1953,15,3.0
1954,15,3.0
1955,15,4.5
1956,15,4.0
1961,15,3.5
1962,15,3.0
1964,15,3.0
1968,15,4.0
1994,15,2.5
1997,15,5.0
2000,15,3.0
2003,15,3.0
2005,15,4.0
2006,15,4.0
2010,15,3.0
2011,15,3.0
2012,15,1.0
2018,15,2.0
2019,15,4.5
2020,15,2.5
2025,15,2.0
2028,15,3.0
2041,15,2.0
2054,15,2.0
2058,15,2.5
2060,15,2.0
2064,15,4.5
2076,15,3.0
2100,15,2.0
2105,15,4.0
2108,15,4.5
2115,15,4.0
2124,15,2.0
2126,15,1.0
2133,15,3.5
2134,15,3.5
2140,15,3.0
2145,15,2.0
2150,15,3.0
2160,15,3.0
2161,15,3.0
2167,15,3.0
2174,15,4.0
2186,15,3.0
2194,15,4.0
2231,15,3.0
2232,15,4.0
2243,15,4.5
2248,15,3.5
2268,15,1.0
2269,15,2.5
2273,15,2.5
2278,15,2.5
2282,15,0.5
2288,15,3.0
2289,15,4.0
2291,15,3.0
2294,15,2.0
2302,15,3.5
2303,15,3.0
2311,15,2.0
2313,15,3.5
2318,15,4.5
2321,15,3.5
2324,15,2.0
2329,15,1.0
2333,15,3.0
2334,15,3.0
2336,15,2.0
2340,15,2.0
2351,15,1.0
2353,15,0.5
2355,15,2.0
2357,15,3.0
2360,15,2.0
2366,15,3.0
2369,15,1.0
2371,15,3.5
2378,15,3.0
2387,15,3.5
2391,15,3.0
2395,15,5.0
2396,15,2.0
2405,15,3.0
2406,15,3.5
2407,15,3.0
2413,15,4.5
2424,15,1.5
2427,15,3.0
2428,15,1.0
2439,15,2.0
2447,15,2.5
2455,15,3.5
2467,15,1.0
2478,15,4.0
2490,15,1.0
2501,15,3.0
2502,15,5.0
2505,15,0.5
2528,15,2.0
2539,15,2.5
2541,15,1.0
2542,15,1.0
2560,15,3.0
2568,15,0.5
2571,15,5.0
2572,15,5.0
2574,15,1.0
2575,15,3.0
2579,15,2.5
2580,15,3.0
2581,15,1.0
2585,15,1.0
2594,15,4.0
2598,15,1.5
2599,15,3.0
2600,15,3.0
2605,15,1.0
2617,15,1.0
2624,15,3.0
2628,15,2.5
2640,15,4.0
2648,15,3.0
2657,15,2.0
2671,15,4.0
2678,15,1.0
2683,15,1.0
2686,15,3.0
2692,15,3.0
2699,15,3.0
2700,15,3.0
2701,15,1.0
2702,15,1.5
2706,15,3.0
2707,15,3.0
2709,15,1.0
2710,15,1.0
2712,15,4.0
2713,15,1.0
2716,15,4.0
2717,15,3.5
2718,15,1.5
2722,15,2.0
2723,15,1.0
2726,15,2.5
2729,15,3.0
2759,15,1.0
2761,15,2.0
2762,15,1.0
2763,15,1.0
2769,15,2.0
2770,15,4.0
2791,15,4.0
2795,15,3.5
2797,15,4.0
2803,15,1.5
2819,15,3.0
2840,15,1.0
2841,15,2.0
2858,15,4.0
2871,15,4.0
2881,15,1.0
2890,15,4.0
2905,15,4.0
2908,15,1.0
2912,15,4.0
2915,15,1.5
2916,15,4.0
2918,15,4.0
2925,15,4.0
2947,15,5.0
2949,15,4.0
2952,15,1.0
2959,15,5.0
2973,15,4.0
2976,15,2.0
2983,15,4.0
2985,15,3.0
2987,15,4.0
2990,15,3.5
2993,15,4.0
2997,15,5.0
3000,15,4.0
3004,15,1.0
3005,15,1.0
3006,15,5.0
3007,15,2.5
3008,15,2.0
3010,15,4.0
3019,15,3.0
3020,15,3.0
3030,15,4.0
3033,15,4.0
3039,15,4.0
3044,15,3.0
3052,15,3.0
3060,15,4.0
3077,15,3.0
3081,15,1.0
3082,15,3.0
3083,15,5.0
3089,15,3.0
3101,15,4.0
3104,15,4.0
3107,15,3.0
3108,15,4.0
3113,15,2.0
3114,15,1.0
3128,15,4.0
3129,15,3.5
3134,15,1.0
3146,15,1.5
3147,15,1.0
3148,15,1.0
3150,15,3.0
3152,15,3.0
3157,15,1.0
3160,15,3.0
3168,15,2.5
3173,15,2.5
3174,15,1.0
3175,15,4.0
3176,15,2.0
3181,15,1.0
3182,15,2.0
3185,15,2.0
3210,15,5.0
3219,15,2.0
3225,15,1.0
3246,15,4.0
3250,15,2.0
3253,15,3.0
3255,15,2.0
